street,name,lon,lat,religion,county,subcounty,type
uknown address,african christian church,36.8504144,-1.2643329,christian,nairobi city,mathare,religion
uknown address,peniel ministry church,36.8432879,-1.2644822,christian,nairobi city,mathare,religion
juja road,redeemed gospel church,36.8660048,-1.2611722,christian,nairobi city,kamukunji,religion
uknown address,roho israel church of god,36.8571493,-1.2630759,christian,nairobi city,mathare,religion
uknown address,gospel tabernacle church,36.8627719,-1.2601981,christian,nairobi city,mathare,religion
uknown address,internationale evangelical church,36.8653433,-1.2623388,christian,nairobi city,mathare,religion
eastleigh 1st avenue,african divine church org. vct,36.8653793,-1.2621251,christian,nairobi city,kamukunji,religion
uknown address,word temple church,36.8642846,-1.2590427,christian,nairobi city,mathare,religion
uknown address,christ co. fellowship church,36.8653539,-1.2621949,christian,nairobi city,mathare,religion
uknown address,friends church,36.8650066,-1.2608798,christian,nairobi city,mathare,religion
uknown address,agape church,36.8635176,-1.2623091,christian,nairobi city,kasarani,religion
uknown address,faith assembly and nursery school,36.8615594,-1.2631034,christian,nairobi city,kasarani,religion
uknown address,outreach fellowship church,36.8636835,-1.262619,christian,nairobi city,kasarani,religion
uknown address,aic zion church,36.8624278,-1.2628816,christian,nairobi city,kasarani,religion
uknown address,mabatini praise worship church,36.8632017,-1.2589567,christian,nairobi city,kasarani,religion
uknown address,"friends church makadara, jericho market",36.8725089,-1.2882188,christian,nairobi city,kasarani,religion
uknown address,neema worship centre,36.8535681,-1.2633104,christian,nairobi city,kasarani,religion
uknown address,holy ghost church,36.858929,-1.2628347,christian,nairobi city,njiru,religion
uknown address,megah church ministry.,36.8439909,-1.2653729,christian,nairobi city,westlands,religion
uknown address,mlango kubwa church,36.8446765,-1.2639699,christian,nairobi city,westlands,religion
uknown address,mathare church of nazarene,36.8446676,-1.2655919,christian,nairobi city,mathare,religion
uknown address,ack mathare church,36.8441275,-1.2647788,christian,nairobi city,mathare,religion
uknown address,redeemed gospel church.,36.8449896,-1.2661332,christian,nairobi city,mathare,religion
uknown address,pcea mathare valley,36.8454132,-1.2644629,christian,nairobi city,mathare,religion
uknown address,african church,36.8491995,-1.2628827,christian,nairobi city,mathare,religion
uknown address,judah gospel church,36.8757879,-1.2570159,christian,nairobi city,mathare,religion
uknown address,soldiers of faith church,36.8762901,-1.2567156,christian,nairobi city,mathare,religion
uknown address,c.j.c.c church,36.8750008,-1.2574663,christian,nairobi city,mathare,religion
uknown address,huruma baptist church,36.8748533,-1.2575369,christian,nairobi city,mathare,religion
uknown address,pcea church and junior academy,36.8650056,-1.2564073,christian,nairobi city,mathare,religion
uknown address,st mauras catholic church,36.8675097,-1.2530498,christian,nairobi city,mathare,religion
uknown address,genesis immaculate church,36.8703574,-1.2581774,christian,nairobi city,mathare,religion
uknown address,grace world harvest church,36.8695416,-1.2580618,christian,nairobi city,mathare,religion
uknown address,st mathias mulumba church,36.8730689,-1.255255,christian,nairobi city,mathare,religion
uknown address,apostolic church of christ,36.8732995,-1.2544255,christian,nairobi city,mathare,religion
uknown address,evangelical victory church,36.8783261,-1.2533697,christian,nairobi city,makadara,religion
uknown address,life in christ church,36.8000852,-1.3128369,christian,nairobi city,mathare,religion
uknown address,"god's power church,ruaraka,kenya",36.8749082,-1.2482361,christian,nairobi city,mathare,religion
uknown address,chieko sda church,36.9224909,-1.2350159,christian,nairobi city,mathare,religion
uknown address,nabii powerful christian church,36.8808399,-1.3180568,christian,nairobi city,mathare,religion
uknown address,bread of life church,36.88443,-1.3166739,christian,nairobi city,mathare,religion
uknown address,gethsemane ministry imara daima church,36.8844746,-1.3178565,christian,nairobi city,mathare,religion
uknown address,gospel futhering church,36.8839592,-1.3173057,christian,nairobi city,mathare,religion
uknown address,kwa njenga milimani church,36.884663,-1.3166386,christian,nairobi city,mathare,religion
uknown address,living gospel church,36.8844928,-1.3140144,christian,nairobi city,mathare,religion
uknown address,overcomers church,36.8837383,-1.3155846,christian,nairobi city,mathare,religion
uknown address,rejoice gospel christian church,36.884092,-1.3141028,christian,nairobi city,mathare,religion
uknown address,hossana prophetic and miracle church,36.885805,-1.3181163,christian,nairobi city,mathare,religion
uknown address,oasis of grace church,36.8863281,-1.3146918,christian,nairobi city,mathare,religion
uknown address,overcomers miracle church,36.8850945,-1.3188251,christian,nairobi city,kasarani,religion
uknown address,zion arc glory church,36.887367,-1.3220174,christian,nairobi city,kasarani,religion
uknown address,ack diamond church,36.8776267,-1.3128394,christian,nairobi city,mathare,religion
uknown address,full inependent concregations church,36.8748923,-1.3159989,christian,nairobi city,mathare,religion
uknown address,g.n.c.a. church lungalunga,36.8682322,-1.3112186,christian,nairobi city,mathare,religion
uknown address,god celebration church,36.8613853,-1.3101941,christian,nairobi city,mathare,religion
uknown address,huduma prophetic church,36.8745202,-1.3180808,christian,nairobi city,mathare,religion
uknown address,living light church,36.8763903,-1.3153401,christian,nairobi city,kibra,religion
outer ring road,oasis church of god,36.8755702,-1.3164414,christian,nairobi city,kasarani,religion
uknown address,st. monicah catholic church,36.865504,-1.3116528,christian,nairobi city,kasarani,religion
uknown address,african inland church,36.8764224,-1.3178859,christian,nairobi city,embakasi,religion
uknown address,agape fellowship church,36.8743902,-1.3183171,christian,nairobi city,embakasi,religion
uknown address,huduma prophetic church,36.8744865,-1.3180541,christian,nairobi city,embakasi,religion
uknown address,pcea neema church,36.872832,-1.3109245,christian,nairobi city,embakasi,religion
uknown address,kwa reuben baptist church,36.8662052,-1.3160039,christian,nairobi city,embakasi,religion
uknown address,kileleshwa covenant community church (k3c),36.7892705,-1.2780631,christian,nairobi city,embakasi,religion
uknown address,hollyness worship centre,36.8492487,-1.3151129,christian,nairobi city,embakasi,religion
uknown address,hazina sda church,36.8489063,-1.313805,christian,nairobi city,embakasi,religion
uknown address,pefa church and school,36.8454859,-1.3135899,christian,nairobi city,embakasi,religion
uknown address,mukuru africa evangelicul prospytorian church,36.8427902,-1.3109426,christian,nairobi city,embakasi,religion
uknown address,pcea,36.8501147,-1.312621,christian,nairobi city,embakasi,religion
uknown address,st veronica ack church,36.8423413,-1.3118808,christian,nairobi city,embakasi,religion
uknown address,ack church,36.8366304,-1.3077684,christian,nairobi city,embakasi,religion
uknown address,pcea,36.8458232,-1.3122895,christian,nairobi city,embakasi,religion
uknown address,our lady queen of peace catholic church,36.834068,-1.3112059,christian,nairobi city,makadara,religion
uknown address,agape gospel church,36.8173433,-1.3081161,christian,nairobi city,makadara,religion
uknown address,community presbyterian church - madaraka,36.8176289,-1.3095412,christian,nairobi city,embakasi,religion
uknown address,kristoe church of evangelistic,36.8931548,-1.2475912,christian,nairobi city,embakasi,religion
uknown address,damascus assemblys church,36.8876634,-1.2526861,christian,nairobi city,embakasi,religion
uknown address,overcomers lifeseekers church,36.8879253,-1.2526085,christian,nairobi city,makadara,religion
uknown address,redeemed gospel church,36.887629,-1.2496927,christian,nairobi city,embakasi,religion
uknown address,rehema church/day care,36.8887865,-1.2518733,christian,nairobi city,embakasi,religion
uknown address,vision people in mission church,36.8900181,-1.2502258,christian,nairobi city,embakasi,religion
uknown address,kariobangi dioces church,36.8913228,-1.2475021,christian,nairobi city,makadara,religion
uknown address,matendo ministry church,36.7898735,-1.3086069,christian,nairobi city,embakasi,religion
uknown address,african divine church,36.7874502,-1.3092632,christian,nairobi city,westlands,religion
uknown address,anglican catolic church,36.8921171,-1.2519965,christian,nairobi city,starehe,religion
uknown address,church of the lord and faith ministry,36.891104,-1.2473572,christian,nairobi city,starehe,religion
uknown address,diet of the word church,36.7741434,-1.310668,christian,nairobi city,starehe,religion
uknown address,outreach community church,36.7755237,-1.312689,christian,nairobi city,starehe,religion
uknown address,grogan b holy church,36.8887725,-1.2481104,christian,nairobi city,starehe,religion
uknown address,kenhut sda church,36.9176719,-1.2212639,christian,nairobi city,starehe,religion
uknown address,citam woodley church,36.7742771,-1.3029976,christian,nairobi city,starehe,religion
uknown address,springs of life lutheran church,36.7797329,-1.311354,christian,nairobi city,starehe,religion
uknown address,st jude catholic church (kwa reuben),36.8697212,-1.3142977,christian,nairobi city,starehe,religion
uknown address,apostolic faith church (kwa reuben),36.869364,-1.3139148,christian,nairobi city,langata,religion
uknown address,jesus new life church,36.8605049,-1.3126795,christian,nairobi city,langata,religion
uknown address,jesus sanctuary church and primary school,36.8480737,-1.3130245,christian,nairobi city,langata,religion
uknown address,oasis church and school,36.8489316,-1.3128855,christian,nairobi city,langata,religion
uknown address,imani church,36.8442273,-1.3111192,christian,nairobi city,kasarani,religion
uknown address,marrow gate pentecostal church,36.8442167,-1.3111258,christian,nairobi city,kasarani,religion
uknown address,our lady of peace church,36.8333494,-1.311568,christian,nairobi city,kasarani,religion
uknown address,full gospel churches of east africa,36.8427158,-1.3110088,christian,nairobi city,kasarani,religion
uknown address,kenya african church,36.8400809,-1.3069361,christian,nairobi city,kasarani,religion
uknown address,mukuru africa evangelical el-shadai church/ school,36.8428267,-1.3109416,christian,nairobi city,kasarani,religion
uknown address,seventh day adventist church,36.8412856,-1.3076213,christian,nairobi city,kasarani,religion
uknown address,st.judes catholic church,36.8045155,-1.3155513,christian,nairobi city,kibra,religion
uknown address,st magaret catholic church,36.8485343,-1.3170221,christian,nairobi city,kibra,religion
uknown address,jcc church,36.8471477,-1.3181503,christian,nairobi city,kasarani,religion
uknown address,ayie singruok mochuere church,36.8859726,-1.246773,christian,nairobi city,kasarani,religion
uknown address,calvary church of god,36.8865925,-1.246835,christian,nairobi city,kibra,religion
uknown address,faith church of christ,36.8894531,-1.2433462,christian,nairobi city,kibra,religion
uknown address,rock greeck victory church,36.8893395,-1.2460393,christian,nairobi city,kasarani,religion
city chicken road,africa inland church,36.8820523,-1.248308,christian,nairobi city,kasarani,religion
joseph kang'ethe,chistian revival church and school,36.8830749,-1.2475744,christian,nairobi city,kibra,religion
uknown address,hosana gospel outreach church,36.8852591,-1.2482202,christian,nairobi city,kibra,religion
uknown address,japolo church,36.8837705,-1.247644,christian,nairobi city,embakasi,religion
uknown address,japolo church,36.8842176,-1.2487881,christian,nairobi city,embakasi,religion
uknown address,kariobangi soko church,36.8843881,-1.2479662,christian,nairobi city,makadara,religion
uknown address,redeemed gospel church,36.887394,-1.2468496,christian,nairobi city,starehe,religion
uknown address,redeemed gospel church,36.8828115,-1.2481862,christian,nairobi city,starehe,religion
uknown address,roho church,36.8843567,-1.2488456,christian,nairobi city,starehe,religion
uknown address,sayuni pentecostal church,36.8833105,-1.2492259,christian,nairobi city,starehe,religion
uknown address,smata wisdom church,36.8871568,-1.2468228,christian,nairobi city,starehe,religion
uknown address,abundant life worship centre,36.8841416,-1.2423849,christian,nairobi city,starehe,religion
uknown address,the pillar of light church,36.8841232,-1.2414346,christian,nairobi city,starehe,religion
uknown address,true vine church,36.8840869,-1.2426331,christian,nairobi city,starehe,religion
uknown address,bethsaida church,36.8979989,-1.240254,christian,nairobi city,starehe,religion
uknown address,christ the king church,36.8989266,-1.241143,christian,nairobi city,langata,religion
uknown address,evangelism church,36.8950241,-1.238912,christian,nairobi city,langata,religion
uknown address,friends church ruaraka,36.8966841,-1.2382817,christian,nairobi city,starehe,religion
uknown address,international ministry church,36.8969101,-1.2422588,christian,nairobi city,starehe,religion
uknown address,living mountain church,36.8937004,-1.2429731,christian,nairobi city,kasarani,religion
uknown address,pcea kasarani chodong church,36.8913473,-1.2404199,christian,nairobi city,kasarani,religion
uknown address,redeemed evangelistic fellowship church,36.8978469,-1.2407234,christian,nairobi city,kasarani,religion
uknown address,redeemed gospel church,36.9002219,-1.2391677,christian,nairobi city,kasarani,religion
uknown address,true value church,36.8924667,-1.2438634,christian,nairobi city,kasarani,religion
uknown address,soul harvester church,36.8925685,-1.2441501,christian,nairobi city,kasarani,religion
uknown address,gomongo sda church,36.8935774,-1.2403297,christian,nairobi city,kasarani,religion
uknown address,kag babandogo church,36.8809331,-1.2475385,christian,nairobi city,kasarani,religion
uknown address,land marks baptist church,36.8785591,-1.2480721,christian,nairobi city,kasarani,religion
uknown address,united pentecostal church,36.8807583,-1.247097,christian,nairobi city,kasarani,religion
uknown address,vrc riverside church,36.8806938,-1.2475845,christian,nairobi city,kasarani,religion
uknown address,lower kabete sda church,36.7250019,-1.2555125,christian,nairobi city,kasarani,religion
uknown address,st vincent palotti catholic church,36.7546366,-1.3006141,christian,nairobi city,kasarani,religion
uknown address,grace church,36.893369,-1.2952629,christian,nairobi city,kasarani,religion
uknown address,umoja p.a.g church,36.8934764,-1.284981,christian,nairobi city,kasarani,religion
uknown address,mashimoni friends church,36.7915802,-1.3095942,christian,nairobi city,kasarani,religion
uknown address,karen community church,36.6879982,-1.3304604,christian,nairobi city,kasarani,religion
uknown address,ack st prisca church,36.8906108,-1.2498197,christian,nairobi city,kasarani,religion
uknown address,hhi israel church,36.8900525,-1.2482164,christian,nairobi city,kasarani,religion
uknown address,pcea,36.8896186,-1.2490326,christian,nairobi city,kasarani,religion
uknown address,pefa kariobangi church,36.8915348,-1.2487805,christian,nairobi city,kasarani,religion
uknown address,christ divine church,36.8894072,-1.2541415,christian,nairobi city,kasarani,religion
uknown address,christ ministry church,36.8840458,-1.2597408,christian,nairobi city,kasarani,religion
uknown address,faith of hope centre,36.8880453,-1.2508818,christian,nairobi city,kasarani,religion
uknown address,highridge baptist church,36.8924971,-1.2509341,christian,nairobi city,kasarani,religion
uknown address,jesus worship centre,36.8860082,-1.2557073,christian,nairobi city,kasarani,religion
uknown address,makao church,36.8861112,-1.2567124,christian,nairobi city,kasarani,religion
uknown address,roho msalaba church,36.8907821,-1.2490502,christian,nairobi city,kasarani,religion
uknown address,vision and hope revival church,36.885608,-1.2555959,christian,nairobi city,kasarani,religion
uknown address,wakonino church,36.8886002,-1.2534789,christian,nairobi city,kasarani,religion
uknown address,st clares catholic church,36.8873332,-1.2518002,christian,nairobi city,kasarani,religion
uknown address,abc church south b region,36.8384767,-1.3089645,christian,nairobi city,kasarani,religion
uknown address,new israel true gospel church,36.84515,-1.3123862,christian,nairobi city,kasarani,religion
uknown address,nairobi west church,36.836642,-1.3093169,christian,nairobi city,kasarani,religion
uknown address,saint charles lwanga catholic church,36.8370131,-1.3083778,christian,nairobi city,kasarani,religion
kapenguria road,saint pauls aipca church,36.8371204,-1.3093299,christian,nairobi city,westlands,religion
st. daniel comboni road,gethsemane worship centre,36.8379184,-1.3078867,christian,nairobi city,dagoretti,religion
uknown address,bethwell church,36.8395587,-1.308345,christian,nairobi city,embakasi,religion
moi drive,four square church,36.8393129,-1.3081427,christian,nairobi city,embakasi,religion
uknown address,healing and hope church,36.8391779,-1.3075038,christian,nairobi city,kibra,religion
ngong view road,south b friends church(quakers),36.8459163,-1.3133876,christian,nairobi city,langata,religion
ngong view road,adc church,36.8408892,-1.306957,christian,nairobi city,langata,religion
uknown address,church of joy,36.8406778,-1.3086881,christian,nairobi city,kasarani,religion
uknown address,harvest christian church international,36.8403729,-1.3092368,christian,nairobi city,kasarani,religion
uknown address,kenya african church of holy spirit,36.8409287,-1.3068687,christian,nairobi city,kasarani,religion
uknown address,african evalingelical church,36.8427271,-1.311042,christian,nairobi city,kasarani,religion
uknown address,a.m.o.h.gm church,36.8407805,-1.3070809,christian,nairobi city,kasarani,religion
uknown address,wordwide gospel church,36.8384552,-1.3090265,christian,nairobi city,embakasi,religion
uknown address,holy seed church,36.841275,-1.3071429,christian,nairobi city,kasarani,religion
uknown address,seventhday adventist church,36.8488922,-1.3136995,christian,nairobi city,kasarani,religion
uknown address,upendo sda church,36.7779166,-1.3177906,christian,nairobi city,kasarani,religion
uknown address,st. lukes methodist church,36.7478854,-1.3502443,christian,nairobi city,kasarani,religion
uknown address,ridgeways baptist church,36.8420482,-1.2219592,christian,nairobi city,embakasi,religion
uknown address,church of christ in africa,36.7964131,-1.3170952,christian,nairobi city,kasarani,religion
uknown address,parklands baptist church,36.7998613,-1.2660166,christian,nairobi city,kasarani,religion
uknown address,runda independent baptist church,36.8205184,-1.2158455,christian,nairobi city,kasarani,religion
uknown address,holy cross catholic church,36.7604333,-1.2844097,christian,nairobi city,kasarani,religion
uknown address,korean united church,36.7752025,-1.2903228,christian,nairobi city,kasarani,religion
uknown address,riruta catholic church,36.7389213,-1.28204,christian,nairobi city,starehe,religion
uknown address,ack congo church,36.7538725,-1.2872078,christian,nairobi city,starehe,religion
uknown address,christ holy church international (a. k. a. nation builders),36.7529482,-1.2943882,christian,nairobi city,starehe,religion
uknown address,lavington united church,36.7704406,-1.2817111,christian,nairobi city,starehe,religion
uknown address,methodist church of kenya,36.7711766,-1.2885209,christian,nairobi city,starehe,religion
uknown address,river of god church,36.8115095,-1.2674467,christian,nairobi city,starehe,religion
uknown address,pcea church - thome,36.8690699,-1.2264379,christian,nairobi city,starehe,religion
uknown address,nairobi lighthouse church,36.8636117,-1.2342669,christian,nairobi city,starehe,religion
uknown address,pcea karen church,36.7053992,-1.3207809,christian,nairobi city,starehe,religion
uknown address,st. nicholas anglican cdc,36.7149073,-1.3226401,christian,nairobi city,starehe,religion
uknown address,redeemer bible church,36.7134525,-1.3196424,christian,nairobi city,starehe,religion
uknown address,mount zion worship sanctuar,36.7335858,-1.3402805,christian,nairobi city,starehe,religion
uknown address,new testament church of god - kenya head office,36.7271748,-1.3493924,christian,nairobi city,starehe,religion
uknown address,st.michael catholic church langata,36.7834875,-1.3210338,christian,nairobi city,starehe,religion
uknown address,house of grace mega church,36.8193474,-1.3102655,christian,nairobi city,starehe,religion
uknown address,st.augustine ack church madaraka,36.8110391,-1.3105653,christian,nairobi city,starehe,religion
uknown address,the church of jesus christ of latter-day saints nairobi upper hill,36.8192431,-1.2975615,christian,nairobi city,starehe,religion
uknown address,eritrean orthodox tewahido church,36.7896082,-1.3012911,christian,nairobi city,starehe,religion
uknown address,"ack christ church, westlands",36.78817,-1.2621849,christian,nairobi city,starehe,religion
uknown address,pcea kahawa station church,36.9084761,-1.1833397,christian,nairobi city,starehe,religion
uknown address,trinity revival church,36.844624,-1.2889688,christian,nairobi city,starehe,religion
uknown address,mavuno mashariki church,36.8758061,-1.2943093,christian,nairobi city,langata,religion
uknown address,blessed sacrament catholic church,36.8813484,-1.2918676,christian,nairobi city,langata,religion
uknown address,"st, daniel comboni catholic church",36.9464228,-1.2831851,christian,nairobi city,langata,religion
uknown address,pcea church (ng'undu parish),37.0536105,-1.2762886,christian,nairobi city,langata,religion
uknown address,st. gabriel catholic church,37.0655985,-1.275143,christian,nairobi city,kasarani,religion
uknown address,deliverance church ruai,37.0089158,-1.2760305,christian,nairobi city,kibra,religion
uknown address,friends church nairobi west,36.8135832,-1.3094657,christian,nairobi city,westlands,religion
uknown address,faith evangelistic ministry family church,36.7103903,-1.3272673,christian,nairobi city,westlands,religion
serenity road,eternity gospel church,36.7129832,-1.3295088,christian,nairobi city,westlands,religion
uknown address,nairobi lighthouse church,36.8071714,-1.2691399,christian,nairobi city,westlands,religion
uknown address,st. monica njiru catholic church,36.9363727,-1.2528046,christian,nairobi city,dagoretti,religion
uknown address,st. mark coptic orthodox church,36.7977979,-1.2983338,christian,nairobi city,dagoretti,religion
uknown address,the purpose center church,36.8676123,-1.3312184,christian,nairobi city,dagoretti,religion
uknown address,jcc thika road church,36.8704612,-1.2365495,christian,nairobi city,westlands,religion
uknown address,ruaraka methodist church,36.8704654,-1.2342359,christian,nairobi city,westlands,religion
chiromo lane,thika road baptist church,36.8858883,-1.2243075,christian,nairobi city,westlands,religion
uknown address,sportsview sda church-kasarani,36.9031313,-1.2233824,christian,nairobi city,kasarani,religion
balozi estate road,st francis catholic church st claire parish,36.9177423,-1.2245102,christian,nairobi city,kasarani,religion
uknown address,christ the king catholic church,36.9116182,-1.3090089,christian,nairobi city,langata,religion
uknown address,parklands baptist church eastgate,36.9119922,-1.3075184,christian,nairobi city,langata,religion
uknown address,st. peter's a.c.k church embakasi,36.9117379,-1.3076131,christian,nairobi city,langata,religion
uknown address,pefa church - doonholm,36.8899022,-1.2980617,christian,nairobi city,langata,religion
ngong road,deliverance church donholm,36.8917515,-1.2992168,christian,nairobi city,langata,religion
ngong road,pcea tena parish,36.8881423,-1.2921674,christian,nairobi city,langata,religion
uknown address,buruburu community centre church of god,36.8813248,-1.2886147,Uknown,nairobi city,langata,religion
uknown address,kag church buruburu,36.878234,-1.2773825,christian,nairobi city,langata,religion
uknown address,holy family catholic church,36.9737491,-1.2776278,christian,nairobi city,langata,religion
uknown address,redeemed gospel church,36.8872266,-1.311588,christian,nairobi city,langata,religion
uknown address,church of pentecost kenya,36.9089482,-1.297035,christian,nairobi city,langata,religion
uknown address,catholic church st joseph,36.8990783,-1.2812621,christian,nairobi city,langata,religion
uknown address,manmin church,36.8944124,-1.2806062,christian,nairobi city,langata,religion
uknown address,deliverance church umoja innercore campus,36.89089,-1.2808553,christian,nairobi city,langata,religion
uknown address,pcea umoja,36.8870415,-1.2821159,christian,nairobi city,langata,religion
uknown address,apostolic faith,36.8546654,-1.2901579,christian,nairobi city,langata,religion
uknown address,pcea church njiru,36.9367218,-1.2528384,christian,nairobi city,langata,religion
upper hill road,p.e.f.a church,36.9285591,-1.232217,christian,nairobi city,kibra,religion
kindaruma road,ack st. pauls church,36.7026984,-1.2648911,christian,nairobi city,kibra,religion
church road,mihango sda church,36.9457383,-1.2678599,christian,nairobi city,westlands,religion
uknown address,victory faith church,36.8691016,-1.2288356,christian,nairobi city,kasarani,religion
butecho,zion road indepent baptise church,36.9072893,-1.2147422,christian,nairobi city,kamukunji,religion
rabai road,st catherine of siena catholic church,36.7752502,-1.2333777,christian,nairobi city,makadara,religion
sagam road,deliverance church muirigo,36.915882,-1.2230928,christian,nairobi city,makadara,religion
uknown address,africa church of holy spirit,36.7909417,-1.31643,christian,nairobi city,njiru,religion
kanisani road,st elizabeth church,36.7832483,-1.3149467,christian,nairobi city,njiru,religion
uknown address,cca church,36.7795983,-1.3148583,christian,nairobi city,njiru,religion
kangundo road,vital solution elevation church,36.7954467,-1.31338,christian,nairobi city,njiru,religion
uknown address,church of god prophecy kibera,36.7939126,-1.3141167,christian,nairobi city,langata,religion
uknown address,harvest church,36.7981583,-1.314385,christian,nairobi city,langata,religion
langata road,church of bethlehem matendo r.g,36.7939017,-1.31178,christian,nairobi city,langata,religion
langata road,ebenezer christian ministries church,36.7781467,-1.317825,christian,nairobi city,langata,religion
langata road,apostolic church mashimoni,36.7895399,-1.3122364,christian,nairobi city,langata,religion
langata road,laini saba sda church,36.7936392,-1.312392,christian,nairobi city,langata,religion
greenway,white garment church,36.7868564,-1.3117516,christian,nairobi city,westlands,religion
kangundo road,strong city family church,36.7730325,-1.3080989,christian,nairobi city,njiru,religion
ngong road,methodist church,36.7762262,-1.3119122,christian,nairobi city,westlands,religion
mombasa road,st thomas catholic church,36.78892,-1.3091267,christian,nairobi city,langata,religion
mombasa road,nairobi baptist church,36.7764557,-1.3116745,christian,nairobi city,langata,religion
thika road,nabii christian church of kenya,36.7827512,-1.313555,christian,nairobi city,kasarani,religion
garden estate road,abundant grace church,36.793955,-1.3185925,christian,nairobi city,kasarani,religion
thika road,unabi church,36.7934395,-1.3137042,christian,nairobi city,kasarani,religion
kasarani mwiki road,revival gospel church,36.79548,-1.3153433,christian,nairobi city,kasarani,religion
kasarani mwiki road,universal pentecostal everngelism church,36.7809067,-1.307415,christian,nairobi city,kasarani,religion
embakasi road,daranjani assembly church,36.786261,-1.3120264,christian,nairobi city,embakasi,religion
embakasi road,full gospel church undugu,36.7989797,-1.316423,christian,nairobi city,embakasi,religion
embakasi road,universal church,36.7742345,-1.310566,christian,nairobi city,embakasi,religion
off doonholm road,african interior church,36.7890134,-1.3134814,christian,nairobi city,embakasi,religion
doonholm road,pentecostal flame church,36.7928217,-1.3127617,christian,nairobi city,embakasi,religion
manyanja road,masrno mission st joseph church,36.7861595,-1.3120398,christian,nairobi city,embakasi,religion
mumias south road,mashimoni pag church,36.78668,-1.311925,christian,nairobi city,makadara,religion
mumias south road,word bible church,36.7729833,-1.3101417,christian,nairobi city,makadara,religion
off eastern bypass,amazing grace world evangelism church,36.7965501,-1.3131727,christian,nairobi city,njiru,religion
quarry road,working faith fellowship,36.7836175,-1.3163838,christian,nairobi city,embakasi,religion
uknown address,grace revival church,36.7980867,-1.3173683,christian,nairobi city,embakasi,religion
uknown address,andusu p.a.g church,36.7943295,-1.3147781,christian,nairobi city,embakasi,religion
uknown address,christian foundation fellowship church,36.7806767,-1.30776,christian,nairobi city,embakasi,religion
moi drive,rem church,36.7721764,-1.3100026,christian,nairobi city,embakasi,religion
moi drive,musanda holy ghost church of east africa,36.7903528,-1.3160311,christian,nairobi city,embakasi,religion
mbale road,lindi p.a.g church buliding,36.7933148,-1.3124491,christian,nairobi city,makadara,religion
kangundo road,silanga pag church,36.796765,-1.3183867,christian,nairobi city,njiru,religion
kasarani mwiki road,rapture harvest mission church,36.7783517,-1.31756,christian,nairobi city,kasarani,religion
uknown address,seventh day adventist church.,36.7803833,-1.3121433,christian,nairobi city,dagoretti,religion
uknown address,apostolic revival healing church,36.7955617,-1.3185717,christian,nairobi city,njiru,religion
garden estate road,faith community fellowship,36.7818183,-1.307015,christian,nairobi city,kasarani,religion
clay city masournets,holy ghost musanda church of e and c african,36.7841711,-1.312908,christian,nairobi city,kasarani,religion
uknown address,cave evangelism ministry church,36.794215,-1.3138633,christian,nairobi city,westlands,religion
uknown address,faith revival fellowship,36.7986233,-1.31798,christian,nairobi city,kasarani,religion
uknown address,ambassador for christ church,36.79554,-1.3154517,christian,nairobi city,kibra,religion
uknown address,revival church of shiloh,36.793635,-1.3143904,christian,nairobi city,kibra,religion
uknown address,pefa church kibera,36.7909883,-1.3099567,christian,nairobi city,kibra,religion
uknown address,divine mercy catholic church,36.7943087,-1.3144435,christian,nairobi city,kibra,religion
uknown address,roho israel church,36.7942643,-1.3137405,christian,nairobi city,kibra,religion
uknown address,a. p church,36.7883567,-1.30613,christian,nairobi city,langata,religion
uknown address,end times church lindi,36.7940541,-1.3168454,christian,nairobi city,kibra,religion
uknown address,a.d.c church,36.7941069,-1.3130309,christian,nairobi city,langata,religion
uknown address,new covenant gospel church,36.7967083,-1.313275,christian,nairobi city,langata,religion
uknown address,kibera hope gospel church,36.790345,-1.3143158,christian,nairobi city,kibra,religion
uknown address,osana church,36.793705,-1.3118467,christian,nairobi city,kibra,religion
uknown address,vision of faith gospel church,36.7972451,-1.3129033,christian,nairobi city,kibra,religion
uknown address,maranatha faith assembly silanga church,36.796035,-1.3156617,christian,nairobi city,kibra,religion
uknown address,pag church,36.85809,-1.2624133,christian,nairobi city,kibra,religion
uknown address,jesus church ministry,36.85463,-1.2629233,christian,nairobi city,kibra,religion
uknown address,worldwide gospel church of kenya,36.8522117,-1.2660433,christian,nairobi city,kibra,religion
uknown address,eastleigh pag church,36.8605643,-1.2632385,christian,nairobi city,kibra,religion
uknown address,jawar roho israel church,36.8583,-1.2614567,christian,nairobi city,kibra,religion
uknown address,divine christian church,36.8550035,-1.263503,christian,nairobi city,kibra,religion
uknown address,israel church of god,36.8546567,-1.2636833,christian,nairobi city,kibra,religion
uknown address,adonai victory church,36.8547483,-1.2640767,christian,nairobi city,kibra,religion
uknown address,st veronica catholic church,36.851985,-1.2632433,christian,nairobi city,kibra,religion
uknown address,outrich hope church,36.8565605,-1.2646744,christian,nairobi city,kibra,religion
uknown address,sheep gate church,36.846035,-1.2662133,christian,nairobi city,kibra,religion
uknown address,gospel miracle church for all nations,36.8538509,-1.2643279,christian,nairobi city,kibra,religion
uknown address,revival churches of kenya,36.8513267,-1.265795,christian,nairobi city,kibra,religion
uknown address,outreach hope church,36.852085,-1.2631617,christian,nairobi city,kibra,religion
uknown address,pag kn region mathare 4a church,36.8612533,-1.2588333,christian,nairobi city,kibra,religion
